name,phone,whatsapp,address,website,profile_url
Sylvanus Agu Real Estate,"08182911042, 07035743511",+2348182911042,"144 Citec Villas, Gwarinpa, Abuja, Abuja Federal Capital Territory, Nigeria",https://www.cityonhills.com.ng,https://nigeriapropertycentre.com/agents/sylvanus-agu-real-estate-32756
Synergy Real Property,+2348188862193,+2348188862193,"Apo, Abuja, Fct, Nigeria",https://www.synergyrealproperty.org/,https://nigeriapropertycentre.com/agents/synergy-real-property-48455
Tabbysworld Integrated Service Limited,08037003423,+2348037003423,"Fct, Nigeria",,https://nigeriapropertycentre.com/agents/tabbysworld-integrated-service-limited-183587
Tae Shortlets,09018111104,+2349018111104,"G Wilson Street, Edjeba, Warri, Delta State, Nigeria",,https://nigeriapropertycentre.com/agents/tae-shortlets-173172
Tangar And Anjor Nig. Ltd,"+2348175737699, +2348067719878",+2348175737699,"Suite 3, Royalty Road, Ikota, Vgc, Lekki, Lagos, Nigeria",https://tangar.estateagentsng.com,https://nigeriapropertycentre.com/agents/tangar-and-anjor-nig-ltd-13357
Tavas Realty,"07038084553, 08158488909",07038084553,"Garki, Abuja, Fct, Nigeria",https://www.instagram.com/tavasrealty?igsh=MXE1YWhqMzJseDhmZQ==,https://nigeriapropertycentre.com/agents/tavas-realty-87685
Tballo Properties,"08025022065, 08132285233",+2348132285233,"Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/tballo-properties-98825
Tedhol Properties Ltd,"08032670727, 07041199629, 08085290997",08032670727,"No. 11, Tulip Close, Peninsula Gardens Estate, Sangotedo, Ajah, Lagos, Nigeria",https://tedholproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/tedhol-properties-ltd-122954
Tedson Nigeria Limited,"08032670727, 07041199629, 08085290997",08067624182,"No. 7, Agu Amaechi Street, Off Canaan Est, Lekki Gardens Phase 1, Ajah, Lagos, Nigeria",https://tedsonnigeria.estateagentsng.com,https://nigeriapropertycentre.com/agents/tedson-nigeria-limited-67539
Teekayohservices@gmail.com,09150633930,09150633930,"Wuye, Cbd, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/teekayohservices-at-gmailcom-152892
Tee&vee Integrated Company Limited,"08064408063, 08073760087",08064408063,"Area1, Central Area, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/teevee-integrated-company-limited-124488
Terkuma Zasha,"08035811984, 08097559600, 08097559600",23408035811984,"22 Iroko Street, Sil Estate Mbora, Abuja, Mbora, Abuja Fct, Nigeria",,https://nigeriapropertycentre.com/agents/terkuma-zasha-151299
The Build Centre Properties,"09028190510, 07080562616, 07049744444, +2348144550891",+2347049744444,"21 Mojidi Street, Ikeja, Lagos, Nigeria",https://thebuildcentreproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/the-build-centre-properties-198715
Theglobalabby,09012339963,09063770689,"477, Ken Nnamani Street, Wuye District, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/theglobalabby-236909
The Home Properties. A Division Of Onozefe Uzuazor Bridget Enterprise,"07034194181, 07034194181, 09023458400",+2347034194181,"18a Adebayo Street, Ketu Alapere, Kosofe, Lagos, Nigeria",https://thehomeproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/the-home-properties-a-division-of-onozefe-uzuazor-bridget-enterprise-96573
The Kehinde Oni Realtors,"+2348134900959, +2348134900959",+2348134900959,"No 4, Joe Faraday Street, Olori Mojisola Estate, Banana Island Road, Ikoyi, Ikoyi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/the-kehinde-oni-realtors-178510
The Landsjotter,08068126529,08068126529,"No 8, House 5 Abdulrahaman Okene Street Guzape, Guzape, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/the-landsjotter-211596
The Leneade,"09048069518, 08186124939",08186124939,"20 Association Avenue, Ilupeju, Lagos, State",https://theleneade.com/,https://nigeriapropertycentre.com/agents/the-leneade-79632
The Loft By Sagi,09026226882,2349032229399,"Ring Road, Amac, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/the-loft-by-sagi-29045
The Mls Properties Ltd,"07056144444, 07056244444, 07056344444",+2347056144444,"1473 Inner Block Street, Suite 201, Central Business District, Fct, Nigeria",http://www.themlsproperties.com,https://nigeriapropertycentre.com/agents/the-mls-properties-ltd-20882
The Norft Homes,07058923695,+2347058923695,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/the-norft-homes-148506
Theo Halim Associates ( Estate Surveyors & Valuers ),"+2347025161338, +2348022916743",+2348022916743,"Suite 6, Biaduo Suites, 21 Biaduo Street, S.w. Ikoyi, Lagos, Nigeria",https://TheoHalim.estateagentsng.com,https://nigeriapropertycentre.com/agents/theo-halim-associates-estate-surveyors-valuers-1897
Ticino Group,"08138504813, 08111465180",08138504813,"17, Oritola Drive , Abijoh, Lagos, Nigeria",https://ticinogroup.estateagentsng.com,https://nigeriapropertycentre.com/agents/ticino-group-29371
Tige Realty,"08023607885, 08023607885, 09158987828, 09158987828",09086444080,"17 Amazon Street, Abuja, Nigeria/abuja, Nigeria",,https://nigeriapropertycentre.com/agents/tige-realty-35674
Timmygrand Luxury Properties,"09025885105, 09078811003",+2349025885105,"Ikota, Lekki, Lagos, Nigeria.",,https://nigeriapropertycentre.com/agents/timmygrand-luxury-properties-193875
Tobi Smart-cole Properties,"09027308383, 08034301160",2349027308383,"Oremeji Crescent, Alagbole, Ogun, Nigeria",,https://nigeriapropertycentre.com/agents/tobi-smart-cole-properties-63336
Tochez Properties,"08036562863, 08036562863",08036562863,"Gwarinpa, Gwarinpa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/tochez-properties-147626
Tonia Homes & Luxury,07063331122,07063331122,"Victoria Street, Ojota, Kosofe, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/tonia-homes-luxury-143347
Toplift Realtors,"08029763540, 08078435528",+2348029763540,"28b Jaiye Oyedotun Street, Magodo Gra, Kosofe Lga, Lagos, Nigeria",https://TopliftRealtors.estateagentsng.com,https://nigeriapropertycentre.com/agents/toplift-realtors-26170
Topnotch & Glamour,08037550515,2348037550515,"Israel Plaza, Adetokunbo Ademola Crescent Wuse 2 Abuja, Wuse 2 Abuja, Federal Capital Territory, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/topnotch-glamour-207560
Topsinos Properties,"09166312360, 08065789324",2349166312360,"News Engineering, Dawaki., Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/topsinos-properties-141937
Tosin And Co Ventures,08165457006,+2348165457006,"Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/tosin-and-co-ventures-117683
Transcend Homes & Properties Ltd,08064491192,09012132573,"15 Tulip Close, Peninsula Garden Estate, Ajah, Lagos, Nigeria",https://transcendhomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/transcend-homes-properties-ltd-34457
Triumphantprince Enterprise Ltd,"07068150356, 08069624616",07068150356,"186 Victory Line Nyanya Market, Nyanya, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/triumphantprince-enterprise-ltd-181311
Tupon Luxury Homes,07031937484,07031937484,"Victoria Nest Iii By Vgc Harris Drive., Harris Drive By North West Filling Station Vgc, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/tupon-luxury-homes-144302
Tvicl,09076779942,2349076779942,"God's Heritage Plaza , Durumi, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/tvicl-235337
Tyme Properties,"08081304075, 07038375935, 08159556076",+2348061658844,"45 Nouakchott Street, Wuse, Zone 1, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/tyme-properties-75684
Ugada Properties Ltd,08039913156,+2348039913156,"Brains And Hammers Estate, Galadimawa, Abuja, Nigeria",http://ugadaproperties.com.ng,https://nigeriapropertycentre.com/agents/ugada-properties-ltd-87240
Underwood Homes Limited,"+2348090569945, +2348090569945",+2348090569945,"No 8, Itedo Village, Bamidele Crescent , Lekki , Lagos, Nigeria",https://ww.underwoodhomes.org.estateagentsng.com,https://nigeriapropertycentre.com/agents/underwood-homes-limited-28535
Uptown Realtors,"+2348172322222, +2348172322222",08115245421,"Cedar Court, Lugbe, F. C. T., Nigeria",,https://nigeriapropertycentre.com/agents/uptown-realtors-188717
Urban_nest_realty,"08164270737, 08164270737, 09114169034",08164270737,"Lokogoma, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/urban-nest-realty-174224
Urban Properties,"08052538813, 07031602952, 09117259782, 08052538813",08052538813,"Abuja, Jabi, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/urban-properties-158139
Utchay Okorji Associates,"09057124607, 08132421607, 09086595424, 09088380672",+2349057124607,"Agbogo Lagerma Street, Off Ahmadu Bello Way, Central Area, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/utchay-okorji-associates-165950
Valiant Horizon Realty Limited,"07061166000, 09013870869",+2347061166000,"6 Regina Olaore,ojodu Berger Lagos State, Ojodu Berger, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/valiant-horizon-realty-limited-26597
Valington Homes And Properties Ltd,2347033571227,2347033571227,"44 Ebitu Ukiwe Str Busy Mart Plaza Itc Park, Jabi, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/valington-homes-and-properties-ltd-168751
Vgl,08164460037,+2348164460037,,,https://nigeriapropertycentre.com/agents/vgl-88969
Vickyann Company Ltd,07038246572,2347038246572,"Leha Road,karu,nigeria, Karu, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/vickyann-company-ltd-241452
Vicson Ola Nig Ltd,08137482776,09063157484,"Lokogoma, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/vicson-ola-nig-ltd-151999
Victor Ofoegbu & Co,"08134455839, 08036007925, 07070935765, 08159414103",08134455839,"Block A34, Area 11 Shopping Mall, Ahmadu Bello Way, Garki, Abuja, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/victor-ofoegbu-co-185987
Videy Homes & Construction Ltd,"07049258442, 07049258442, 07049258442, 07049258442",+2347049258442,"House B02 Sahara 3 Estate Lokogoma, Nigeria, Federal Capital Territory, Nigeria",https://videyhomesconstructionltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/videy-homes-construction-ltd-223143
Vindreck Ventures,"2348134506837, 2348096727703",08134506837,"Hfp Complex Abraham Adesanya-ajah, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/vindreck-ventures-132983
Viridian Realty,"07050333150, 09042201830, 07069176081",2347050333150,"Suite C6 Discovery Mall Ademola Adetokunbo Crescent Wuse 2, Fct Abuja, Nigerian, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/viridian-realty-220976
Vixtech Real Estate Consult,"08068938189, 08024343703",+2348068938189,"Eziekel Avenue Dawaki, Dawaki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/vixtech-real-estate-consult-25559
Vnex Properties,"09059670904, 09021284343",+2349021284343,"F.shade Avenue, Lekki Phase 1, Lekki, Lagos",,https://nigeriapropertycentre.com/agents/vnex-properties-66904
Voedsel Properties,"08164218955, 08074291956",08164218955,"Plot 464 Cadastral Zone Bo9, Kado Phase Ll, Abuja, Nigeria",https://www.voedselproperties.com/,https://nigeriapropertycentre.com/agents/voedsel-properties-213139
Vugohomes,09135293833,2349135293833,"Plot 337, Crd Lugbe Under St Fha Phase 2, Lugbe, Abuja, Nigeria",https://vugohomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/vugohomes-119211
Waffick Properties,08061342770,+2348061342770,"Christmas Street Phase 4, Kubwa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/waffick-properties-144560
Wallmeta Realty Limited,"09018780352, 08064670076, 09033772397",+2349018780352,"74, 11th Crescent,, Kado Estate, Abuja, Fct, Nigeria",https://wallmetarealty.estateagentsng.com,https://nigeriapropertycentre.com/agents/wallmeta-realty-limited-184245
Wassimi Projects,"+2347055029283, +2347055029283, +2348023189130",+2347055029283,"271b Corporation Drive,dolphin Estate,ikoyi, Lagos, Lagos Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/wassimi-projects-31021
Waylon Prime Properties,"08144996923, 07070805923",+2348144996923,"100 Nkwame Nkrumah Crescent, Asokoro,abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/waylon-prime-properties-121326
Wealthpool Global Resource,"+2348141162834, 08141162834",+2348141162834,"Plot 1047, Kapwa Road, Lugbe 1, Airport Road Abuja., Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/wealthpool-global-resource-25416
Wellset Properties,"+2347060456088, +2348038457205",+2347060456088,"House 4, Dutse, Abuja, Fct, Nigeria",https://www.wellsetproperties.com,https://nigeriapropertycentre.com/agents/wellset-properties-30546
Wesojeeproperties,"07037636082, 08084252293",2347037636082,"69th Road, Gwarimpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/wesojeeproperties-188788
Wex Realty Ltd,"08165761095, 08165761095",08165761095,"61 Chevron Drive, Lagos, Chevron, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/wex-realty-ltd-172618
White Legacy Realty Ltd.,08165685505,2348165685505,"1 Adebisi Oyenola Street., Lekki Penninsula Ii., Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/white-legacy-realty-ltd-175433
White Lily Estate Limited,08168653301,+2348168653301,"4 Rachael, Nwangwu Close, Lekki, Lagos, Nigeria`",,https://nigeriapropertycentre.com/agents/white-lily-estate-limited-234989
Williams & Partners Limited,"2016327343, 08125823422, 07039359311, 09013500489",+2348125823422,"16 Amodu Ojikutu Street, Victoria Island, Lagos, Nigeria",https://williamsandpartners.estateagentsng.com,https://nigeriapropertycentre.com/agents/williams-partners-limited-37024
Windhoek Homes,"08062669614, 08062669614",08062669614,"Plot 1543 Muhammad Buhari Way, Garki 2, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/windhoek-homes-129243
Withosa Limited,2347068661314,2347068661314,"Plot 23, Road 22, Ikota Villa Estate, Ikota, Lekki, Lagos, Nigeria",https://withosalimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/withosa-limited-145916
Wizarest Concept,"07053809207, 08131195175",07053809207,"12 Oritola Kamor Avenue, Abijo, Lekki, Lagos, Nigeria",https://wizarestconcept.estateagentsng.com,https://nigeriapropertycentre.com/agents/wizarest-concept-96588
Woley Properties Ltd,"07032112703, 08162539289",08162539289,"Flat 4, Block 3, Ecowas Estate, Katampe Extension, Abuja, Nigeria",https://woleypropertiesltd.estateagentsng.com,https://nigeriapropertycentre.com/agents/woley-properties-ltd-112361
Worldmarks Properties Limited,"08069017662, 08069017662, 08173128081",+2348069017662,"Plot 54b, Fatai Arobieke Street, Lekki Residential Scheme , Eti Osa Lcda, Lekki, Lagos, Nigeria",https://worldmarksproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/worldmarks-properties-limited-37685
Wunuken's Realty,08131826251,08131826251,"Dawaki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/wunukens-realty-194406
Xcess Global Ltd,09086585293,+2349086585293,"Gwarinpa, Abuja Fct, Nigeria",,https://nigeriapropertycentre.com/agents/xcess-global-ltd-66527
Yaz Global Properties Limited,"08181624267, 08075606353",+2348181624267,"Suite 3011 Kingfem Ga247 Mabushi. Ahmadu Bello Way. Abuja, Abuja, Fct, Nigeria",http://www.yazglobalproperties.com,https://nigeriapropertycentre.com/agents/yaz-global-properties-limited-1278
Yerima Realty,"09075246027, 09075246027",+2348121738310,"Ibadan Street, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/yerima-realty-191348
Yodh Concepts,08147223769,2348147223769,,,https://nigeriapropertycentre.com/agents/yodh-concepts-169742
Yoma Diru Nigeria Limited,"09054220541, 09054220541",+2349054220541,"No. 1, Zambezi Crescent , Maitama, Abuja, Nigeria",https://yomadirunigeria.estateagentsng.com,https://nigeriapropertycentre.com/agents/yoma-diru-nigeria-limited-177521
Yoma Homes Limited,09019222209,09019222209,"No 1, Zambezi Crescent Maitama",,https://nigeriapropertycentre.com/agents/yoma-homes-limited-209476
Yourchoice Homes And Properties,"08039269867, 08039269867",08039269867,"Flat 3, Block 1, Ode-remo Close, Section 1, Area 1, Garki, F.c.t, Nigeria",https://yourchoicehomesandproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/yourchoice-homes-and-properties-35058
Youwold,08067374971,08067374971,"Flat 10 Seas House, Nyanya, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/youwold-227372
Zazi Luxury Homes,+2348183305562,+2348183305562,"Oyi River Street, Maitama, Fct, Nigeria",https://www.instagram.com/zaziluxuryhomes,https://nigeriapropertycentre.com/agents/zazi-luxury-homes-227513
Zcc It Systems Solutions Limited,"08039319845, 07038757978",07038757978,"House 85/86 Zone B,, Apo Resettlement, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/zcc-it-systems-solutions-limited-144745
Zcess & Co Ltd,08143510353,2348143510353,"Fct, Nigeria",https://www.zcessandco.info,https://nigeriapropertycentre.com/agents/zcess-co-ltd-177484
Zeus First Class Ltd,"08100723501, 08077473873",08100723501,"11 Crescent Flat 67, Kado Estate, Phase 1, Abuja, Nigeria",https://zeus.estateagentsng.com,https://nigeriapropertycentre.com/agents/zeus-first-class-ltd-11430
Zitel Home Enterprise,"08034466863, 08118054504",08034466863,"Road 3 , Block D3 Suite 453, Hfp Eastline Shopping Complex, Abraham Adesanya Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/zitel-home-enterprise-112756
Zoe's Short Let,"09074332041, 09074332041, 09074332041",09074332041,"Garki 2, Garki 2 Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/zoes-short-let-189524
Zeus First Class Ltd,"08100723501, 08077473873",08100723501,"11 Crescent Flat 67, Kado Estate, Phase 1, Abuja, Nigeria",https://zeus.estateagentsng.com,https://nigeriapropertycentre.com/agents/zeus-first-class-ltd-11430
Zitel Home Enterprise,"08034466863, 08118054504",08034466863,"Road 3 , Block D3 Suite 453, Hfp Eastline Shopping Complex, Abraham Adesanya Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/zitel-home-enterprise-112756
Zoe's Short Let,"09074332041, 09074332041, 09074332041",09074332041,"Garki 2, Garki 2 Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/zoes-short-let-189524
